metadata,timesteps,grid_buying_price_units,grid_buying_price_values,gen_PV_units,gen_PV_values,e_bat_capacity_units,e_bat_capacity_values,e_bat_SOC_ini,e_bat_SOC_min,e_bat_SOC_max,e_bat_charging_power_units,e_bat_charging_power_values,electrolyzer_max_power_units,electrolyzer_max_power_values,electrolyzer_performance_units,electrolyzer_performance_values,H2_demand_units,H2_demand_values,H2_storage_SOC_capacity_units,H2_storage_SOC_capacity_values,H2_storage_SOC_ini,H2_storage_SOC_min,H2_storage_SOC_max,labels,prediction_label_min2,prediction_label_max2,estimated_labels,min_energy_MINLP,is_valid_MINLP,min_energy_uniform_annealer,is_valid_uniform_annealer,min_energy,is_valid
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[160.4557392335172, 141.50896548182655]",MW,"[16.23259859541964, 9.186288457335822]",MWh,"[5.0, 5.0]",0.6,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1095176100.0,854725100.0,"[1095176100.0, 500000000, 854725100.0, 100000000]",-3448887898.3188887,False,-3688888228.5088887,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[157.13163987675915, 148.29269948943323]",MW,"[18.008688536175185, 8.054365329799868]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1094595700.0,854594100.0,"[1094595700.0, 500000000, 854594100.0, 100000000]",-4231110073.08111,False,-4231110073.08111,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[152.8781669478612, 155.56277842005565]",MW,"[16.36448652620558, 11.145642549620742]",MWh,"[5.0, 5.0]",0.7999999999999999,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1095754100.0,856849860.0,"[1095754100.0, 500000000, 856849860.0, 100000000]",-2195555192.582222,False,-2728887799.968889,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[156.7326700016725, 143.70889877985908]",MW,"[18.507519853486503, 12.587546701634597]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[2.6000000000000005, 2.6000000000000005]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1091376900.0,848658370.0,"[1091376900.0, 500000000, 848658370.0, 100000000]",-2407643697.152445,False,-2474310363.819112,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[151.7494435854796, 116.34707577315328]",MW,"[12.992701674385613, 8.94784646115618]",MWh,"[12.0, 12.0]",0.5,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1093532700.0,854915840.0,"[1093532700.0, 500000000, 854915840.0, 100000000]",-819752543.4530867,True,-991665852.2166668,True,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[126.42331738547513, 119.67189475567612]",MW,"[12.312933176882765, 13.356694590848557]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[2.4000000000000004, 2.4000000000000004]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1080000000.0, 100000000.0, 840000000.0]",1093820700.0,856234400.0,"[1093820700.0, 500000000, 856234400.0, 100000000]",-2154310536.6951103,False,-2154310536.69511,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[165.7563208182137, 150.05681077952437]",MW,"[13.561729844998391, 9.075502329336778]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[3.4000000000000012, 3.4000000000000012]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1089394600.0,850360500.0,"[1089394600.0, 500000000, 850360500.0, 100000000]",-3654754535.1475534,False,-4010310090.703109,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[174.90240439357555, 155.26914366048302]",MW,"[11.47094452404971, 9.216281069159825]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1060000000.0, 100000000.0, 820000000.0]",1095439200.0,856083700.0,"[1095439200.0, 500000000, 856083700.0, 100000000]",,False,-4231110024.2211103,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[172.40755535921565, 150.46749332307488]",MW,"[15.721432453785413, 11.7829861116394]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[3.6000000000000014, 3.6000000000000014]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1093222700.0,855363840.0,"[1093222700.0, 500000000, 855363840.0, 100000000]",-4458310027.72711,False,-4458310027.72711,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[155.70015619770552, 153.79782113070874]",MW,"[21.85435434076305, 12.012967152563295]",MWh,"[5.0, 5.0]",0.7999999999999999,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1096280400.0,855194000.0,"[1096280400.0, 500000000, 855194000.0, 100000000]",-1928888530.022222,False,-2728887812.288889,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[167.62756095678884, 106.08777667382915]",MW,"[20.16705350344613, 7.11890602208952]",MWh,"[5.0, 5.0]",0.7,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1080000000.0, 100000000.0, 840000000.0]",1095718100.0,855302200.0,"[1095718100.0, 500000000, 855302200.0, 100000000]",-2871110863.5677776,False,-3182221727.135556,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[169.4380034143424, 139.33615367779376]",MW,"[12.4942782617271, 11.882058361169346]",MWh,"[5.0, 5.0]",0.6,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1095815800.0,855861440.0,"[1095815800.0, 500000000, 855861440.0, 100000000]",,False,-3688888238.635556,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[159.42021654204223, 156.0842946268489]",MW,"[20.099288399877604, 11.533632012746942]",MWh,"[5.0, 5.0]",0.6,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1090527000.0,845386100.0,"[1090527000.0, 500000000, 845386100.0, 100000000]",-3448887796.328889,False,-3688888160.515556,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[141.69709979536108, 144.68028536748284]",MW,"[12.081848464607043, 12.276756505468263]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1020000000.0, 100000000.0, 780000000.0]",1095404400.0,853655700.0,"[1095404400.0, 500000000, 853655700.0, 100000000]",-4231110098.35111,False,-4231110098.3511114,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[170.82147697564318, 154.95367655172075]",MW,"[15.721711745745397, 7.979992615427736]",MWh,"[8.0, 8.0]",0.5,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1080000000.0, 100000000.0, 840000000.0]",1093601400.0,855399230.0,"[1093601400.0, 500000000, 855399230.0, 100000000]",-1775693359.7944438,False,-1842360026.4611104,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[124.73454715866664, 147.15982889341393]",MW,"[14.83218047552544, 8.723357266328858]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1095645400.0,855566700.0,"[1095645400.0, 500000000, 855566700.0, 100000000]",-4231110080.991109,False,-4231110080.99111,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[158.0013911159202, 157.9863597516716]",MW,"[13.616656236714167, 10.764546087921989]",MWh,"[5.0, 5.0]",0.7,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1094185300.0,855002900.0,"[1094185300.0, 500000000, 855002900.0, 100000000]",-2871110742.467778,False,-3182221484.935556,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[132.20779982422513, 157.67291100116753]",MW,"[18.15157633186852, 7.551009251295738]",MWh,"[5.0, 5.0]",0.7,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1080000000.0, 100000000.0, 840000000.0]",1094816300.0,854945200.0,"[1094816300.0, 500000000, 854945200.0, 100000000]",-2871110743.214444,False,-3182221486.428889,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[175.17109061743818, 150.1382888664657]",MW,"[17.265358368844304, 10.767878172809196]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[2.6000000000000005, 2.6000000000000005]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1087008500.0,849089150.0,"[1087008500.0, 500000000, 849089150.0, 100000000]",-2474310330.383111,False,-2474310330.3831115,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[127.77588289859374, 135.23206296805574]",MW,"[19.847715678813138, 11.871411680481152]",MWh,"[5.0, 5.0]",0.7,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1080000000.0, 100000000.0, 840000000.0]",1094103600.0,855732600.0,"[1094103600.0, 500000000, 855732600.0, 100000000]",-2871110795.574445,False,-3182221591.148889,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[163.0354270819728, 126.15639236724374]",MW,"[13.945975096890308, 7.321779192255275]",MWh,"[5.0, 5.0]",0.7999999999999999,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1094656300.0,853296830.0,"[1094656300.0, 500000000, 853296830.0, 100000000]",-2195555261.182222,False,-2728888005.7688885,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[148.63840985153126, 147.20130533686873]",MW,"[16.47068731358557, 11.050565855913774]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1095759400.0,856124500.0,"[1095759400.0, 500000000, 856124500.0, 100000000]",-4231110080.7111096,False,-4231110080.71111,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[144.90339403514264, 125.43066481509521]",MW,"[21.187388060173205, 8.531913501185993]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[3.6000000000000014, 3.6000000000000014]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1080000000.0, 100000000.0, 840000000.0]",1092549800.0,853304500.0,"[1092549800.0, 500000000, 853304500.0, 100000000]",,False,-4458310208.01511,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[172.44710866726209, 122.18044632934081]",MW,"[19.15953406638442, 12.768585406136113]",MWh,"[5.0, 5.0]",0.7999999999999999,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1091696900.0,851873300.0,"[1091696900.0, 500000000, 851873300.0, 100000000]",-2195555270.4688888,False,-2728888033.628889,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[134.44320467548368, 151.09967446006158]",MW,"[18.269300736731125, 12.311167351291203]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1094742900.0,854902600.0,"[1094742900.0, 500000000, 854902600.0, 100000000]",-4231110053.41111,False,-4231110053.41111,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[147.26868535685514, 133.87481775296382]",MW,"[14.811991494923303, 8.715711249215978]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[2.4000000000000004, 2.4000000000000004]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1091676800.0,855386900.0,"[1091676800.0, 500000000, 855386900.0, 100000000]",,False,-2154310468.53511,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[137.78339930492288, 122.77186277483409]",MW,"[11.83731299552775, 7.33473975954722]",MWh,"[5.0, 5.0]",0.7,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1093923500.0,854542700.0,"[1093923500.0, 500000000, 854542700.0, 100000000]",,False,-3182221649.295556,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[156.65135275143496, 120.39867018708169]",MW,"[11.196636728627043, 7.188196201775736]",MWh,"[5.0, 5.0]",0.7,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1096689700.0,857643300.0,"[1096689700.0, 500000000, 857643300.0, 100000000]",-2871110830.177778,False,-3182221660.355556,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[139.9790875541712, 112.36390345420396]",MW,"[12.217921874033838, 8.614704158801505]",MWh,"[5.0, 5.0]",0.7999999999999999,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1094151200.0,852228700.0,"[1094151200.0, 500000000, 852228700.0, 100000000]",-1928888626.7155552,False,-2728888102.368889,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[123.50854290734824, 119.22362508110139]",MW,"[16.725151048065804, 13.610457170596225]",MWh,"[5.0, 5.0]",0.7999999999999999,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1094651400.0,855849400.0,"[1094651400.0, 500000000, 855849400.0, 100000000]",-1928888610.7088883,False,-2728888054.3488894,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[167.198839114131, 141.07956824919654]",MW,"[18.60358372100567, 9.203442592140625]",MWh,"[5.0, 5.0]",0.6,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1095329300.0,855578240.0,"[1095329300.0, 500000000, 855578240.0, 100000000]",,False,-3688888230.515556,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[140.4566725763903, 120.75767764952187]",MW,"[19.690808771222006, 12.94242113045256]",MWh,"[5.0, 5.0]",0.7999999999999999,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1094588300.0,854114600.0,"[1094588300.0, 500000000, 854114600.0, 100000000]",-1928888607.1155555,False,-2728888043.5688887,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[153.84781581834977, 135.8671140781338]",MW,"[19.98445586995609, 10.704509832006199]",MWh,"[5.0, 5.0]",0.6,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1094603800.0,854864960.0,"[1094603800.0, 500000000, 854864960.0, 100000000]",-3448887937.7988887,False,-3688888254.8288894,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[139.4615126305816, 146.10414327804602]",MW,"[16.6847373951314, 7.502351299667764]",MWh,"[5.0, 5.0]",0.7,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1080000000.0, 100000000.0, 840000000.0]",1093949600.0,853595200.0,"[1093949600.0, 500000000, 853595200.0, 100000000]",,False,-3182221540.4222226,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[150.70648220155059, 144.69844499455635]",MW,"[17.29079174111474, 7.378214963660691]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[3.000000000000001, 3.000000000000001]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1091256700.0,852640200.0,"[1091256700.0, 500000000, 852640200.0, 100000000]",-3124443576.244445,False,-3191110242.911111,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[164.82532904633388, 126.6098203152837]",MW,"[19.36155982778865, 12.251773456272565]",MWh,"[5.0, 5.0]",0.6,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1094493700.0,854934500.0,"[1094493700.0, 500000000, 854934500.0, 100000000]",-3448888002.618889,False,-3688888298.042223,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[158.19857267956246, 142.0654236408024]",MW,"[19.464944162599977, 10.36356959287433]",MWh,"[5.0, 5.0]",0.7999999999999999,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1096084000.0,855987200.0,"[1096084000.0, 500000000, 855987200.0, 100000000]",,False,-2728887894.3988886,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[160.31670949170302, 127.28278004163045]",MW,"[17.01910989390557, 11.470929062398351]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1095648400.0,854350000.0,"[1095648400.0, 500000000, 854350000.0, 100000000]",-4231110220.1511097,False,-4231110220.1511097,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[135.82000317489275, 129.7976357690925]",MW,"[11.117092910949387, 13.083107962954687]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1060000000.0, 100000000.0, 820000000.0]",1094846300.0,856696800.0,"[1094846300.0, 500000000, 856696800.0, 100000000]",-4231110202.51111,False,-4231110202.5111103,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[169.474231114858, 119.37082694800065]",MW,"[11.862561552068016, 8.224130620392048]",MWh,"[5.0, 5.0]",0.6,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1095893100.0,856102900.0,"[1095893100.0, 500000000, 856102900.0, 100000000]",,False,-3688888331.8288894,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[134.6497451528761, 142.42657282557582]",MW,"[18.373412151296865, 7.5630573859426296]",MWh,"[5.0, 5.0]",0.7,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1094813000.0,855666400.0,"[1094813000.0, 500000000, 855666400.0, 100000000]",-2871110778.7744446,False,-3182221557.5488896,False,,
